60
1000
0 25 93 89 76 71 74 16 7 98 33 32 85 59 22 27 32 61 34 42 19 8 11 46 73 15 28 12 67 24 79 87 14 66 21 76 16 85 32 31 17 45 33 43 2 22 66 88 78 62 77 8 53 36 70 27 65 58 39 44 
25 0 77 27 93 56 38 77 66 63 39 76 3 49 19 38 16 44 13 2 60 64 24 75 44 46 70 48 62 84 91 52 40 36 35 80 21 42 57 51 66 14 33 24 17 2 3 53 48 36 2 65 37 98 9 42 58 39 29 74 
93 77 0 76 54 68 29 93 39 29 17 58 18 71 68 83 46 98 22 97 92 94 37 50 49 99 40 39 15 87 96 4 0 77 27 38 40 14 73 14 76 41 4 47 32 4 71 80 37 47 97 30 95 85 46 36 58 22 82 52 
89 27 76 0 21 42 44 61 50 37 56 4 51 63 18 47 89 61 43 61 42 51 26 78 19 93 76 54 37 40 14 43 83 52 27 6 44 15 70 22 72 60 88 19 74 59 13 8 0 46 85 64 1 59 75 3 1 49 47 7 
76 93 54 21 0 65 33 76 43 48 94 70 44 57 60 84 33 53 85 74 36 35 5 28 50 75 89 61 97 78 88 80 67 98 21 70 40 28 89 72 92 73 21 64 61 11 61 52 27 9 98 59 75 13 29 93 5 64 97 14 
71 56 68 42 65 0 79 53 70 1 51 13 53 36 76 51 17 19 95 25 30 49 78 69 39 62 63 4 80 70 32 1 44 45 95 30 47 64 70 76 92 56 40 44 31 95 38 22 3 52 11 94 35 95 34 99 98 82 44 51 
74 38 29 44 33 79 0 86 67 36 96 24 32 33 47 41 42 10 44 12 6 82 6 96 85 44 54 25 68 18 55 61 95 18 36 80 89 58 99 13 18 59 39 91 58 11 23 26 24 96 14 51 25 42 71 55 95 47 35 79 
16 77 93 61 76 53 86 0 53 69 28 34 27 19 80 45 90 66 73 40 32 33 7 2 8 51 69 51 50 58 74 45 68 99 88 81 51 85 61 70 24 4 28 7 39 72 38 10 23 13 1 26 57 77 46 12 23 55 18 50 
7 66 39 50 43 70 67 53 0 94 19 91 11 47 55 36 69 36 41 15 62 7 80 24 13 73 87 97 51 63 44 35 7 32 84 39 6 13 29 21 20 32 54 96 14 76 8 83 76 98 18 2 51 69 92 17 65 6 14 28 
98 63 29 37 48 1 36 69 94 0 17 34 28 99 60 98 21 97 42 97 67 15 83 42 28 33 11 62 55 3 35 64 49 56 45 79 29 96 49 32 86 49 2 84 73 67 79 49 74 58 3 45 93 3 93 55 64 73 3 75 
33 39 17 56 94 51 96 28 19 17 0 84 73 32 3 4 29 76 86 8 96 56 83 78 48 74 67 85 98 49 80 83 34 69 30 11 24 34 95 33 86 50 74 12 72 34 6 86 79 34 13 74 46 28 34 37 96 67 98 49 
32 76 58 4 70 13 24 34 91 34 84 0 77 46 20 20 5 99 83 42 21 18 32 10 31 73 17 72 46 41 38 74 63 87 89 38 59 60 62 20 35 90 74 56 66 90 68 39 99 32 23 22 28 17 21 40 96 26 99 84 
85 3 18 51 44 53 32 27 11 28 73 77 0 18 82 90 70 66 56 24 7 36 43 81 26 26 17 78 32 89 54 23 19 78 93 38 41 21 40 39 17 51 62 79 96 87 30 62 60 20 45 71 90 51 70 19 53 64 70 23 
59 49 71 63 57 36 33 19 47 99 32 46 18 0 93 48 30 97 57 79 86 2 20 61 64 39 61 83 84 91 71 49 95 43 18 9 28 6 80 96 37 80 66 94 25 47 91 47 30 82 40 8 24 98 24 82 86 56 29 50 
22 19 68 18 60 76 47 80 55 60 3 20 82 93 0 6 93 67 55 9 20 76 24 65 45 39 31 61 80 38 89 97 84 51 73 68 69 84 12 16 44 33 22 3 96 90 8 93 54 2 16 48 79 54 40 54 68 29 18 5 
27 38 83 47 84 51 41 45 36 98 4 20 90 48 6 0 52 56 13 29 56 19 30 30 89 9 87 57 13 53 4 83 66 22 73 99 83 93 56 35 43 5 17 44 62 7 24 4 80 54 77 58 81 35 77 54 78 7 91 39 
32 16 46 89 33 17 42 90 69 21 29 5 70 30 93 52 0 20 57 20 55 51 86 80 36 55 72 7 67 37 62 40 52 99 60 15 57 23 66 17 20 91 18 11 12 49 14 37 76 12 92 45 3 46 25 50 63 94 28 71 
61 44 98 61 53 19 10 66 36 97 76 99 66 97 67 56 20 0 90 9 25 67 58 25 60 26 73 78 81 76 60 74 38 26 7 79 34 46 38 75 66 24 10 91 38 93 1 28 14 0 68 53 53 68 71 85 63 9 88 29 
34 13 22 43 85 95 44 73 41 42 86 83 56 57 55 13 57 90 0 6 92 99 45 4 78 1 10 18 89 33 55 3 3 22 57 78 20 52 77 26 15 10 81 98 44 1 75 20 82 15 67 33 91 72 19 38 63 66 70 39 
42 2 97 61 74 25 12 40 15 97 8 42 24 79 9 29 20 9 6 0 80 3 10 37 39 41 69 3 39 82 58 8 11 16 51 53 52 60 94 0 29 26 82 47 35 1 86 81 43 80 20 98 40 41 80 1 70 47 36 44 
19 60 92 42 36 30 6 32 62 67 96 21 7 86 20 56 55 25 92 80 0 69 24 30 46 53 97 74 2 97 29 84 54 5 8 11 24 55 40 65 50 37 85 44 39 59 48 4 70 75 14 47 76 97 0 37 23 39 36 89 
8 64 94 51 35 49 82 33 7 15 56 18 36 2 76 19 51 67 99 3 69 0 63 51 83 78 40 20 88 61 97 71 11 15 88 97 81 70 25 26 3 19 2 39 92 45 15 76 35 17 28 97 18 92 69 93 72 69 91 47 
11 24 37 26 5 78 6 7 80 83 83 32 43 20 24 30 86 58 45 10 24 63 0 43 14 64 84 6 61 47 18 95 42 99 21 12 49 42 63 46 8 34 12 3 3 24 1 42 35 86 30 19 87 91 69 22 3 21 44 34 
46 75 50 78 28 69 96 2 24 42 78 10 81 61 65 30 80 25 4 37 30 51 43 0 94 68 83 35 33 96 35 68 20 45 90 10 36 1 47 36 73 46 93 75 38 33 0 96 96 40 35 82 23 48 43 66 3 98 64 24 
73 44 49 19 50 39 85 8 13 28 48 31 26 64 45 89 36 60 78 39 46 83 14 94 0 66 87 85 70 70 73 43 90 47 65 65 60 56 31 82 42 86 53 19 0 50 45 2 12 49 42 77 95 77 51 69 85 29 90 81 
15 46 99 93 75 62 44 51 73 33 74 73 26 39 39 9 55 26 1 41 53 78 64 68 66 0 65 46 7 6 38 34 66 78 54 77 91 2 5 24 45 76 53 79 30 48 78 81 22 57 36 53 65 18 45 42 47 2 45 23 
28 70 40 76 89 63 54 69 87 11 67 17 17 61 31 87 72 73 10 69 97 40 84 83 87 65 0 46 73 54 77 59 23 41 55 13 35 43 71 13 76 14 69 98 78 64 46 93 33 48 38 94 7 47 66 11 3 61 86 5 
12 48 39 54 61 4 25 51 97 62 85 72 78 83 61 57 7 78 18 3 74 20 6 35 85 46 46 0 15 85 13 47 72 40 34 46 42 20 24 98 16 47 63 79 76 35 24 85 58 32 99 59 47 63 9 8 96 80 18 23 
