60
1000
0 14 1 61 71 34 28 72 82 83 31 73 19 64 59 49 44 38 3 73 3 4 6 65 51 44 44 52 83 30 30 70 10 85 68 99 70 26 66 19 50 6 96 67 36 80 21 52 46 34 56 44 81 9 59 91 62 31 90 78 
14 0 85 70 60 3 46 23 92 98 72 2 52 83 79 30 43 48 69 72 98 88 26 59 17 49 79 12 41 14 41 64 15 11 7 13 42 99 73 14 28 98 3 69 51 0 16 88 22 36 24 1 10 25 65 41 67 89 9 67 
1 85 0 70 5 39 29 16 5 61 23 72 10 49 3 8 87 68 94 1 78 81 60 60 24 2 41 16 13 22 37 2 45 67 33 49 42 13 48 11 80 65 46 74 45 6 86 42 75 91 17 42 30 81 95 16 47 47 22 41 
61 70 70 0 22 17 41 96 53 73 36 99 31 62 51 49 10 96 60 82 32 72 21 41 40 72 74 72 42 34 66 93 95 1 16 42 36 89 89 62 98 83 53 79 32 7 31 43 97 63 86 77 39 61 29 20 69 65 45 85 
71 60 5 22 0 47 75 8 91 26 65 3 10 32 61 43 73 94 46 98 14 27 50 26 81 75 26 41 11 19 21 60 62 46 44 14 30 53 58 25 97 95 80 89 46 90 91 98 19 40 68 47 68 72 34 58 31 15 50 30 
34 3 39 17 47 0 37 28 35 20 67 69 61 12 70 28 82 60 53 17 9 84 67 93 60 79 93 62 32 4 9 70 12 42 46 50 29 15 23 65 78 72 95 13 27 12 24 12 15 6 33 31 27 78 7 26 85 58 10 59 
28 46 29 41 75 37 0 35 88 27 56 13 10 93 4 36 10 86 11 38 79 24 55 76 83 98 80 14 14 65 14 24 59 80 92 4 32 25 36 88 70 27 80 93 64 70 49 10 72 66 31 70 5 80 25 33 11 54 83 4 
72 23 16 96 8 28 35 0 99 68 19 18 97 70 95 83 8 26 7 42 87 13 53 24 73 45 8 98 24 78 68 38 31 47 31 77 40 94 8 78 55 67 46 8 46 19 81 64 39 64 92 5 87 75 19 72 94 43 66 30 
82 92 5 53 91 35 88 99 0 41 71 32 40 58 74 68 43 14 1 29 56 8 86 83 48 35 73 94 3 98 94 29 84 36 34 22 17 26 96 80 41 65 56 49 65 83 60 72 55 5 65 1 76 18 50 52 95 64 46 32 
83 98 61 73 26 20 27 68 41 0 65 96 25 83 59 47 57 15 94 55 57 8 69 8 65 80 0 95 60 29 55 25 43 35 91 95 82 95 48 21 48 96 27 56 85 52 84 59 83 77 16 46 46 15 91 96 83 64 59 57 
31 72 23 36 65 67 56 19 71 65 0 6 71 84 64 49 8 50 33 85 3 38 26 88 73 3 66 24 63 7 20 60 80 15 48 53 60 94 70 68 10 48 57 39 76 36 97 61 53 64 13 66 74 60 18 1 86 67 44 58 
73 2 72 99 3 69 13 18 32 96 6 0 69 83 2 49 54 29 48 68 49 4 40 65 65 67 43 59 36 62 13 14 42 88 88 27 84 68 91 29 45 64 78 24 60 2 73 69 56 64 52 70 23 75 27 81 69 61 5 25 
19 52 10 31 10 61 10 97 40 25 71 69 0 27 24 39 48 36 19 14 6 96 65 35 89 72 91 74 0 38 74 72 99 50 19 96 33 73 93 76 46 28 8 36 1 26 36 28 48 35 54 7 93 93 56 42 91 32 64 14 
64 83 49 62 32 12 93 70 58 83 84 83 27 0 99 62 6 35 47 99 76 81 83 24 16 90 27 33 96 29 90 89 96 4 1 94 50 30 31 77 84 67 36 62 98 49 6 7 19 55 26 40 6 14 0 60 64 28 3 55 
59 79 3 51 61 70 4 95 74 59 64 2 24 99 0 74 72 69 19 60 21 50 52 46 28 24 31 51 91 14 83 11 80 39 51 68 80 43 72 69 67 30 7 16 14 62 67 63 86 5 26 28 92 34 49 95 6 99 76 3 
49 30 8 49 43 28 36 83 68 47 49 49 39 62 74 0 85 67 0 76 66 15 83 42 56 95 68 79 57 42 48 54 72 21 35 88 38 32 31 13 93 16 51 28 16 65 79 24 79 76 2 61 54 40 9 77 81 50 23 69 
44 43 87 10 73 82 10 8 43 57 8 54 48 6 72 85 0 70 18 87 27 21 93 58 32 27 59 30 88 91 36 50 51 82 92 50 62 47 47 79 62 63 14 53 65 53 66 1 90 75 96 3 85 97 99 65 82 59 52 27 
38 48 68 96 94 60 86 26 14 15 50 29 36 35 69 67 70 0 6 89 50 8 99 50 72 41 16 22 20 65 6 30 79 80 7 30 43 69 29 95 60 2 53 55 69 73 6 42 12 87 52 78 37 76 74 37 73 94 64 49 
3 69 94 60 46 53 11 7 1 94 33 48 19 47 19 0 18 6 0 70 61 15 64 2 60 26 85 14 42 24 37 45 83 55 45 68 8 65 86 16 82 87 74 90 67 23 2 28 37 94 19 87 96 82 88 5 67 92 8 26 
