60
1000
0 55 50 78 38 73 7 46 64 99 15 82 8 65 98 3 94 90 4 52 12 21 51 22 68 74 71 89 88 92 26 5 40 78 61 70 19 79 65 30 57 33 61 98 17 23 23 7 38 99 0 16 63 55 65 0 30 86 16 78 
55 0 62 93 0 60 81 97 80 20 41 73 41 29 21 41 50 19 50 24 83 90 95 97 67 22 35 4 16 92 78 74 62 88 1 28 66 65 22 46 14 85 45 58 69 7 32 33 66 46 5 26 91 14 78 99 40 70 69 78 
50 62 0 44 6 99 36 4 51 57 6 84 48 28 36 18 96 7 7 93 14 52 4 82 33 21 16 73 10 64 10 49 70 88 93 11 94 16 29 92 53 40 28 17 77 94 53 0 36 70 25 36 28 56 1 4 12 66 82 28 
78 93 44 0 78 78 81 90 90 6 43 37 84 5 39 66 45 36 19 59 10 54 50 0 27 28 71 27 19 79 80 14 64 11 60 72 84 31 21 26 48 68 11 64 42 85 41 92 66 40 75 69 78 62 75 51 56 30 82 78 
38 0 6 78 0 42 60 76 5 97 49 49 98 74 12 91 97 42 24 89 94 93 98 45 5 25 19 36 62 64 29 87 9 53 32 45 31 31 98 82 32 8 54 37 51 35 82 92 30 34 13 10 76 81 26 82 99 36 96 44 
73 60 99 78 42 0 44 6 93 27 10 5 82 27 99 14 91 57 23 15 69 67 95 52 94 68 83 32 10 27 70 75 10 89 86 6 43 83 58 26 76 89 66 26 75 90 43 75 37 30 58 89 30 63 35 28 63 18 18 97 
7 81 36 81 60 44 0 57 68 20 59 22 62 39 69 28 62 25 35 24 9 95 21 68 44 23 82 71 71 74 27 45 93 10 7 22 89 75 41 11 62 71 50 26 74 56 7 56 98 61 43 82 61 42 45 4 50 58 38 26 
46 97 4 90 76 6 57 0 20 39 12 46 31 64 3 37 81 85 26 58 76 26 15 64 41 57 87 58 18 66 30 35 29 24 0 88 72 17 88 66 84 48 24 45 46 95 56 80 44 79 77 42 40 69 44 54 16 82 66 59 
64 80 51 90 5 93 68 20 0 37 31 4 47 28 35 12 37 4 37 12 98 88 50 72 59 79 95 40 51 41 49 12 14 70 3 96 62 73 83 78 55 34 68 67 51 97 44 92 91 89 16 22 30 23 30 35 53 19 75 21 
99 20 57 6 97 27 20 39 37 0 8 77 96 35 19 3 65 8 98 35 4 76 59 24 4 89 9 34 45 49 20 20 36 77 36 94 72 36 17 28 99 92 70 15 51 24 49 93 34 99 65 26 66 52 33 40 1 50 25 51 
15 41 6 43 49 10 59 12 31 8 0 81 31 43 33 39 46 7 66 52 87 99 63 11 12 96 48 26 53 5 29 18 85 29 12 85 12 69 48 85 77 39 88 14 34 12 22 6 74 85 77 20 72 68 21 85 34 95 53 71 
82 73 84 37 49 5 22 46 4 77 81 0 8 68 42 98 60 70 34 17 6 3 45 4 88 88 37 71 66 88 40 48 80 27 87 41 76 65 53 98 96 82 78 18 85 0 52 61 2 69 25 17 88 87 94 2 43 38 56 0 
8 41 48 84 98 82 62 31 47 96 31 8 0 86 7 96 73 17 83 49 87 10 73 93 28 0 50 75 52 89 19 95 43 32 9 4 73 96 29 66 75 41 45 34 72 12 1 88 52 46 63 57 40 26 45 23 20 99 66 15 
65 29 28 5 74 27 39 64 28 35 43 68 86 0 78 77 94 85 54 53 43 2 33 13 19 28 79 58 34 48 65 49 37 74 7 23 81 23 79 34 11 77 40 29 16 19 99 11 42 55 30 41 70 27 21 7 82 71 2 38 
98 21 36 39 12 99 69 3 35 19 33 42 7 78 0 4 24 15 8 34 81 19 81 11 84 25 88 51 83 80 93 29 61 88 65 0 82 50 23 3 38 76 82 91 27 41 12 82 90 59 80 30 87 44 60 11 21 87 84 26 
3 41 18 66 91 14 28 37 12 3 39 98 96 77 4 0 33 20 1 28 49 35 18 32 34 60 23 83 73 60 56 11 23 12 57 84 1 10 53 60 9 79 44 39 15 23 29 30 0 2 75 5 90 61 71 17 66 99 80 49 
94 50 96 45 97 91 62 81 37 65 46 60 73 94 24 33 0 71 98 74 51 54 46 78 18 63 51 72 63 90 51 48 11 37 95 54 62 16 74 58 96 31 47 54 55 28 44 36 33 15 71 2 22 8 56 23 68 19 62 39 
90 19 7 36 42 57 25 85 4 8 7 70 17 85 15 20 71 0 36 35 46 4 99 93 18 83 34 50 65 97 8 52 21 44 76 98 37 78 23 35 68 52 26 71 78 87 4 22 51 8 48 51 97 89 15 48 30 78 42 47 
4 50 7 19 24 23 35 26 37 98 66 34 83 54 8 1 98 36 0 84 32 14 27 15 64 56 12 98 41 0 66 13 30 87 55 57 66 19 37 26 13 24 95 40 3 24 80 40 87 61 96 45 71 37 0 20 51 22 83 89 
52 24 93 59 89 15 24 58 12 35 52 17 49 53 34 28 74 35 84 0 47 5 62 39 90 60 6 22 53 15 74 0 94 49 79 9 68 81 61 54 16 54 36 87 55 25 59 78 10 61 76 55 89 71 2 86 25 33 72 90 
12 83 14 10 94 69 9 76 98 4 87 6 87 43 81 49 51 46 32 47 0 11 29 69 1 97 31 84 23 96 77 19 25 78 11 55 95 60 87 70 77 57 5 44 73 68 28 36 82 77 48 40 44 10 62 48 9 33 37 92 
21 90 52 54 93 67 95 26 88 76 99 3 10 2 19 35 54 4 14 5 11 0 64 12 50 80 22 26 30 94 74 73 33 70 89 56 20 29 33 39 91 31 57 96 19 0 87 52 62 33 53 77 37 72 20 22 88 21 19 60 
51 95 4 50 98 95 21 15 50 59 63 45 73 33 81 18 46 99 27 62 29 64 0 93 48 30 54 87 45 18 78 70 48 76 23 34 12 59 15 75 4 35 87 61 62 14 12 39 96 12 26 67 87 75 13 21 71 67 51 49 
